obj,endobj,stream,endstream,xref,trailer,startxref,Page,Encrypt,ObjStm,JS,Javascript,AA,OpenAction,AcroForm,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,Colors,Malicious
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
29,29,17,17,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,no
65,65,20,20,2,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,no
9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,yes
6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,1,1,1,1,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,yes
450,450,54,54,2,2,2,30,0,16,0,0,0,0,0,0,0,0,0,0,0,no
251,251,24,24,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,no
30,30,9,9,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,no
39,39,11,11,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,no
48,48,5,5,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,no
64,64,17,17,1,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,no
21,21,7,7,1,1,1,6,0,0,1,2,0,1,0,0,0,0,0,0,0,yes
6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
451,451,201,201,4,4,2,3,0,8,2,3,1,0,2,0,0,0,0,0,0,no
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
384,384,73,73,2,2,1,8,0,10,2,3,1,0,1,0,0,0,0,0,0,no
58,58,22,22,2,2,2,10,0,7,0,0,0,0,0,0,0,0,0,0,0,no
619,619,56,56,2,2,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,no
442,442,33,33,1,1,1,25,0,0,0,0,0,0,1,0,0,0,0,0,0,no
75,75,32,32,2,2,2,16,0,5,0,0,0,0,0,0,0,0,0,0,0,no
17,17,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,no
6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
70,70,30,30,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,no
12,12,5,5,1,1,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,yes
35,35,13,13,2,2,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,no
15,15,2,2,1,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,yes
372,372,55,55,2,2,2,33,0,0,0,0,0,0,1,0,0,0,0,0,0,no
74,74,25,25,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,no
30,30,8,8,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,no
10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,yes
54,54,20,20,2,2,2,6,0,7,0,0,0,0,0,0,0,0,0,0,0,no
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,yes
187,187,54,54,1,1,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,no
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
17,17,1,1,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,yes
34,34,13,13,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,no
8,7,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
8,7,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
114,114,108,108,0,0,2,4,0,8,0,0,0,0,0,0,0,0,0,0,0,no
56,56,21,21,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,no
9,9,2,2,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,yes
11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
71,71,56,56,1,1,1,1,0,0,3,4,0,0,1,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
36,36,11,11,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,no
32,32,28,28,0,0,2,2,0,7,0,0,0,0,1,1,0,0,0,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,yes
130,130,21,21,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,no
38,38,10,10,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,no
68,68,51,51,1,1,1,1,0,0,5,6,0,0,1,0,0,0,0,0,0,yes
19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,yes
9,9,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,yes
9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,yes
453,453,24,24,1,1,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
21,21,10,10,1,1,1,2,0,0,0,0,0,0,1,0,0,0,8,1,0,yes
30,30,27,27,0,0,2,1,0,6,0,0,0,0,1,0,0,0,0,0,0,no
9,9,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,yes
29,29,17,17,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
27,27,24,24,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,no
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,yes
54,54,42,42,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,no
29,29,7,7,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,no
19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,yes
6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
47,47,25,25,2,2,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,no
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,1,1,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,yes
11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,yes
6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
28,28,10,10,1,1,1,9,0,0,1,2,0,1,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
186,186,32,32,2,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,no
15,15,8,8,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,no
10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
11,11,8,8,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,no
19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,yes
31,31,8,8,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,no
356,356,29,29,4,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
122,122,25,25,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,no
11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
14,14,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,yes
10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
145,145,135,135,0,0,3,6,0,19,0,0,0,0,2,0,0,0,8,0,0,no
9,9,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,yes
14,14,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,yes
10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
12,12,4,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
29,29,6,6,3,3,3,1,0,0,2,3,0,0,2,0,0,0,0,0,0,yes
14,14,6,6,1,1,1,1,0,0,3,4,0,0,0,0,0,0,0,0,0,yes
20,20,15,15,0,0,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,no
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
10,10,2,2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,yes
4,4,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,yes
66,66,60,60,0,0,3,2,0,27,0,0,0,0,2,0,0,0,10,0,0,no
113,113,24,24,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,no
45,45,33,33,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,no
9,9,3,3,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
27,27,8,8,4,4,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,no
39,39,11,11,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,no
217,217,27,27,2,2,2,1,0,0,1,2,0,0,1,0,0,0,0,0,0,no
9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,yes
9,9,2,2,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,yes
11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
73,73,66,66,0,0,3,3,0,25,0,0,0,0,2,0,0,0,11,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
172,172,52,52,2,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,no
15,15,2,2,1,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
35,35,29,29,0,0,2,2,0,10,0,0,0,0,2,0,0,0,9,0,0,no
11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
31,31,19,19,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,no
39,39,10,10,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,no
5,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,yes
271,271,44,44,2,2,2,26,0,0,0,0,0,0,1,0,0,0,0,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
92,92,87,87,0,0,2,1,0,8,0,0,0,0,2,0,0,0,9,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
17,17,3,3,1,1,1,1,0,0,2,3,0,0,1,0,0,0,0,0,0,yes
32,32,11,11,2,2,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,no
10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
67,67,62,62,0,0,3,1,0,11,0,0,0,0,2,0,0,0,8,0,0,no
10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,1,1,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
37,37,12,12,6,6,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
14,14,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,yes
10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,yes
70,70,33,33,2,2,2,11,0,8,0,0,0,0,0,0,0,0,0,0,0,no
828,828,35,35,2,2,2,4,0,0,0,1,0,0,1,0,0,0,0,0,0,no
52,52,40,40,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,no
37,37,9,9,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,no
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,1,1,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,yes
9,9,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,yes
14,14,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,yes
15,15,12,12,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,no
27,27,10,10,2,2,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,no
9,9,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,yes
102,102,30,30,2,2,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
67,67,35,35,2,2,2,4,0,3,0,0,0,0,1,0,0,0,0,0,0,no
28,28,7,7,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,no
27,27,15,15,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,no
252,252,35,35,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,no
13,13,2,2,1,1,1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,yes
452,452,141,141,1,1,1,139,0,0,0,0,0,0,0,0,0,0,0,0,0,no
9,9,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,yes
68,68,16,16,1,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
15,15,2,2,1,1,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
8,7,2,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,yes
11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,yes
127,127,54,54,4,4,3,2,0,3,0,0,0,0,2,0,0,0,0,0,0,no
21,21,6,6,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
9,9,2,2,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
171,171,57,57,2,2,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
4,4,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,yes
23,23,11,11,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,no
11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
121,121,110,110,0,0,3,7,0,24,0,0,0,0,2,0,0,0,0,0,0,no
6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
35,35,11,11,2,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,yes
4,4,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
28,28,16,16,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,no
8,7,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
102,102,96,96,0,0,2,4,0,8,0,0,0,0,0,0,0,0,0,0,0,no
15,15,12,12,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,no
6,6,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
49,49,37,37,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,no
119,119,36,36,2,2,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,no
19,19,1,1,1,1,1,15,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
62,62,58,58,0,0,1,2,0,7,0,0,0,0,1,0,0,0,0,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
31,30,17,17,0,0,3,1,0,6,1,2,0,0,1,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
19,19,9,9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,0,yes
11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
88,88,24,24,1,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,no
47,47,40,40,0,0,4,3,0,14,0,0,0,0,2,0,0,0,0,0,0,no
59,59,29,29,2,2,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,no
37,37,34,34,0,0,2,1,0,7,0,0,0,0,1,0,0,0,0,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
22,22,10,10,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,no
62,62,17,17,2,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,no
5,5,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,yes
48,48,42,42,0,0,3,2,0,10,0,0,0,0,2,0,0,0,8,0,0,no
40,40,19,19,2,2,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,no
187,187,180,180,0,0,4,3,0,22,0,0,0,0,2,0,0,0,0,0,0,no
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
110,110,103,103,0,0,3,3,0,14,0,0,0,0,2,0,0,0,8,0,0,no
209,209,96,96,4,4,2,1,0,3,2,3,1,0,2,0,0,0,0,0,0,no
9,9,3,3,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
119,119,75,75,2,2,2,3,0,4,0,0,0,0,1,0,0,0,0,0,0,no
10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
705,705,59,59,2,2,2,23,0,0,0,0,0,1,0,0,0,0,0,0,0,no
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
169,169,163,163,0,0,3,2,0,16,0,0,0,0,2,0,0,0,8,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
74,74,38,38,2,2,2,12,0,11,0,0,0,0,0,0,0,0,0,0,0,no
6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
12,12,3,3,1,1,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,yes
31,31,17,17,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,no
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
45,45,42,42,0,0,2,1,0,6,0,0,0,0,1,0,0,0,0,0,0,no
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
14,14,11,11,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,1,yes
10,10,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
74,74,66,66,0,0,3,4,0,17,0,0,0,0,2,0,0,0,0,0,0,no
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
175,175,59,59,2,2,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,no
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
8,8,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
9,9,3,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,yes
104,104,22,22,2,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,no
