obj,endobj,stream,endstream,xref,trailer,startxref,Page,Encrypt,ObjStm,JS,Javascript,AA,OpenAction,AcroForm,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,Colors,Malicious
0.615147713,0.615147713,0.291385759,0.291385759,0.032376195,0.032376195,0.032376195,0.032376195,0,0,0,0,0,0,0.032376195,0,0,0,0.259009563,0.032376195,0,yes
0.66962072,0.66962072,0.226050307,0.226050307,0.0085302,0.0085302,0.0042651,0.017060401,0,0.017060401,0.0085302,0.0127953,0.0042651,0,0.0042651,0,0,0,0,0,0,no
0.686064165,0.686064165,0.121070147,0.121070147,0.040356716,0.040356716,0.040356716,0.040356716,0,0,0.080713431,0.121070147,0,0,0.040356716,0,0,0,0,0,0,yes
0.506599281,0.506599281,0.490097675,0.490097675,0,0,0.004950482,0.009900963,0,0.077557545,0,0,0,0,0.003300321,0,0,0,0.013201284,0,0,no
0.595198747,0.595198747,0.378762839,0.378762839,0.036072651,0.036072651,0.036072651,0.018036326,0,0,0,0,0,0,0.018036326,0,0,0,0,0,0,no
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.670942584,0.670942584,0.209218655,0.209218655,0.014428873,0.014428873,0.014428873,0.101002109,0,0.036072182,0,0,0,0,0,0,0,0,0,0,0,no
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.608138877,0.608138877,0.356495204,0.356495204,0.041940612,0.041940612,0.041940612,0.020970306,0,0,0,0,0,0,0.020970306,0,0,0,0,0,0,no
0.669321051,0.669321051,0.205944939,0.205944939,0.020594494,0.020594494,0.020594494,0.13386421,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.676481425,0.676481425,0.150329206,0.150329206,0,0.075164603,0,0.075164603,0,0,0.075164603,0.150329206,0,0,0,0,0,0,0,0,0,yes
0.654653671,0.654653671,0.21821789,0.21821789,0.109108945,0.109108945,0.109108945,0.109108945,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.682288239,0.682288239,0.075809804,0.075809804,0.075809804,0.075809804,0.075809804,0.075809804,0,0,0.151619609,0.075809804,0,0.075809804,0,0,0,0,0,0,0,yes
0.701074072,0.701074072,0.084128889,0.084128889,0.003115885,0.003115885,0.003115885,0.046738271,0,0.024927078,0,0,0,0,0,0,0,0,0,0,0,no
0.703777353,0.703777353,0.067293452,0.067293452,0.008411682,0.008411682,0.008411682,0.011215575,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.672503759,0.672503759,0.201751128,0.201751128,0.044833584,0.044833584,0.044833584,0.089667168,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.675634955,0.675634955,0.190563705,0.190563705,0.034647946,0.034647946,0.034647946,0.103943839,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.702246883,0.702246883,0.073150717,0.073150717,0.029260287,0.029260287,0.029260287,0.014630143,0,0,0,0,0,0.014630143,0,0,0,0,0,0,0,no
0.673534967,0.673534967,0.178907726,0.178907726,0.010523984,0.010523984,0.010523984,0.168383742,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.6559298,0.6559298,0.218643267,0.218643267,0.031234752,0.031234752,0.031234752,0.187408514,0,0,0.031234752,0.062469505,0,0.031234752,0,0,0,0,0,0,0,yes
0.654653671,0.654653671,0.21821789,0.21821789,0.109108945,0.109108945,0.109108945,0.109108945,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.645782634,0.645782634,0.287809999,0.287809999,0.005727562,0.005727562,0.002863781,0.004295672,0,0.011455124,0.002863781,0.004295672,0.001431891,0,0.002863781,0,0,0,0,0,0,no
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.694452123,0.694452123,0.132018242,0.132018242,0.003616938,0.003616938,0.001808469,0.014467753,0,0.018084691,0.003616938,0.005425407,0.001808469,0,0.001808469,0,0,0,0,0,0,no
0.654334195,0.654334195,0.248195729,0.248195729,0.022563248,0.022563248,0.022563248,0.112816241,0,0.078971368,0,0,0,0,0,0,0,0,0,0,0,no
0.703699027,0.703699027,0.063662594,0.063662594,0.002273664,0.002273664,0.002273664,0.038652289,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.704580448,0.704580448,0.052604423,0.052604423,0.001594073,0.001594073,0.001594073,0.039851835,0,0,0,0,0,0,0.001594073,0,0,0,0,0,0,no
0.643332597,0.643332597,0.274488575,0.274488575,0.017155536,0.017155536,0.017155536,0.137244287,0,0.04288884,0,0,0,0,0,0,0,0,0,0,0,no
0.68944104,0.68944104,0.121666066,0.121666066,0.040555355,0.040555355,0.040555355,0.121666066,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.654653671,0.654653671,0.21821789,0.21821789,0.109108945,0.109108945,0.109108945,0.109108945,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.654653671,0.654653671,0.21821789,0.21821789,0.109108945,0.109108945,0.109108945,0.109108945,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.615147713,0.615147713,0.291385759,0.291385759,0.032376195,0.032376195,0.032376195,0.032376195,0,0,0,0,0,0,0.032376195,0,0,0,0.259009563,0.032376195,0,yes
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.666666667,0.666666667,0.2,0.2,0.066666667,0.066666667,0.066666667,0.066666667,0,0,0.066666667,0.066666667,0,0.066666667,0,0,0,0,0,0,0,yes
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.649457962,0.649457962,0.278339127,0.278339127,0.018555942,0.018555942,0.018555942,0.018555942,0,0,0,0,0,0,0,0,0,0,0.009277971,0,0,no
0.636893871,0.636893871,0.265372446,0.265372446,0.053074489,0.053074489,0.053074489,0.053074489,0,0,0.106148978,0.159223468,0,0,0,0,0,0,0,0,0,yes
0.651960158,0.651960158,0.24215663,0.24215663,0.037254866,0.037254866,0.037254866,0.167646898,0,0.018627433,0,0,0,0,0,0,0,0,0,0,0,no
0.693375245,0.693375245,0.092450033,0.092450033,0.046225016,0.046225016,0.046225016,0.046225016,0,0,0.046225016,0.092450033,0,0,0.046225016,0,0,0,0,0,0,yes
0.698143898,0.698143898,0.1032202,0.1032202,0.003753462,0.003753462,0.003753462,0.06193212,0,0,0,0,0,0,0.001876731,0,0,0,0,0,0,no
0.667833046,0.667833046,0.225619272,0.225619272,0.027074313,0.027074313,0.027074313,0.063173396,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.676768252,0.676768252,0.180471534,0.180471534,0.045117883,0.045117883,0.045117883,0.112794709,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.666666667,0.666666667,0.2,0.2,0.066666667,0.066666667,0.066666667,0.066666667,0,0,0.066666667,0.066666667,0,0.066666667,0,0,0,0,0,0,0,yes
0.654653671,0.654653671,0.21821789,0.21821789,0.109108945,0.109108945,0.109108945,0.109108945,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.676481425,0.676481425,0.150329206,0.150329206,0,0.075164603,0,0.075164603,0,0,0.075164603,0.150329206,0,0,0,0,0,0,0,0,0,yes
0.658291876,0.658291876,0.243811806,0.243811806,0.024381181,0.024381181,0.024381181,0.073143542,0,0.085334132,0,0,0,0,0,0,0,0,0,0,0,no
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.676481425,0.676481425,0.150329206,0.150329206,0,0.075164603,0.075164603,0,0,0,0.075164603,0.150329206,0,0,0,0,0,0,0,0,0,yes
0.667529419,0.667529419,0.192762506,0.192762506,0.003569676,0.003569676,0.003569676,0.185623154,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.699878924,0.699878924,0.041169348,0.041169348,0.041169348,0.041169348,0.041169348,0.041169348,0,0,0.041169348,0.082338697,0,0.041169348,0,0,0,0,0,0,0,yes
0.657749748,0.657749748,0.251492551,0.251492551,0.038691162,0.038691162,0.038691162,0.058036742,0,0.019345581,0,0,0,0,0,0,0,0,0,0,0,no
0.707106781,0.618718434,0.176776695,0.176776695,0.088388348,0.088388348,0.088388348,0.088388348,0,0,0.088388348,0.088388348,0,0.088388348,0,0,0,0,0,0,0,yes
0.707106781,0.618718434,0.176776695,0.176776695,0.088388348,0.088388348,0.088388348,0.088388348,0,0,0.088388348,0.088388348,0,0.088388348,0,0,0,0,0,0,0,yes
0.512889484,0.512889484,0.485895301,0.485895301,0,0,0.008998061,0.017996122,0,0.035992245,0,0,0,0,0,0,0,0,0,0,0,no
0.660425117,0.660425117,0.247659419,0.247659419,0.035379917,0.035379917,0.035379917,0.035379917,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.66169316,0.66169316,0.147042924,0.147042924,0,0.073521462,0,0.073521462,0,0,0.147042924,0.220564387,0,0,0,0,0,0,0,0,0,yes
0.665750286,0.665750286,0.18156826,0.18156826,0.121045507,0.121045507,0.121045507,0.060522753,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.5546875,0.5546875,0.4375,0.4375,0.0078125,0.0078125,0.0078125,0.0078125,0,0,0.0234375,0.03125,0,0,0.0078125,0,0,0,0,0,0,yes
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.671871013,0.671871013,0.205293921,0.205293921,0.037326167,0.037326167,0.037326167,0.093315418,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.527863103,0.527863103,0.461880215,0.461880215,0,0,0.032991444,0.032991444,0,0.115470054,0,0,0,0,0.016495722,0.016495722,0,0,0,0,0,no
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.654653671,0.654653671,0.21821789,0.21821789,0.109108945,0.109108945,0.109108945,0.109108945,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.615147713,0.615147713,0.291385759,0.291385759,0.032376195,0.032376195,0.032376195,0.032376195,0,0,0,0,0,0,0.032376195,0,0,0,0.259009563,0.032376195,0,yes
0.697916792,0.697916792,0.112740405,0.112740405,0.010737181,0.010737181,0.010737181,0.005368591,0,0,0,0,0,0,0.005368591,0,0,0,0,0,0,no
0.677169309,0.677169309,0.17820245,0.17820245,0.03564049,0.03564049,0.03564049,0.124741715,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.564397957,0.564397957,0.423298468,0.423298468,0.00829997,0.00829997,0.00829997,0.00829997,0,0,0.04149985,0.04979982,0,0,0.00829997,0,0,0,0,0,0,yes
0.615147713,0.615147713,0.291385759,0.291385759,0.032376195,0.032376195,0.032376195,0.032376195,0,0,0,0,0,0,0.032376195,0,0,0,0.259009563,0.032376195,0,yes
0.676481425,0.676481425,0.150329206,0.150329206,0,0.075164603,0.075164603,0,0,0,0.075164603,0.150329206,0,0,0,0,0,0,0,0,0,yes
0.676481425,0.676481425,0.150329206,0.150329206,0,0.075164603,0,0.075164603,0,0,0.075164603,0.150329206,0,0,0,0,0,0,0,0,0,yes
0.705893548,0.705893548,0.037398334,0.037398334,0.001558264,0.001558264,0.001558264,0.024932222,0,0,0,0,0,0,0.001558264,0,0,0,0,0,0,no
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.617914381,0.617914381,0.294244943,0.294244943,0.029424494,0.029424494,0.029424494,0.058848989,0,0,0,0,0,0,0.029424494,0,0,0,0.235395955,0.029424494,0,yes
0.522232968,0.522232968,0.470009671,0.470009671,0,0,0.034815531,0.017407766,0,0.104446594,0,0,0,0,0.017407766,0,0,0,0,0,0,no
0.676481425,0.676481425,0.150329206,0.150329206,0,0.075164603,0.075164603,0,0,0,0.075164603,0.150329206,0,0,0,0,0,0,0,0,0,yes
0.608138877,0.608138877,0.356495204,0.356495204,0.041940612,0.041940612,0.041940612,0.020970306,0,0,0,0,0,0,0.020970306,0,0,0,0,0,0,no
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.654653671,0.654653671,0.21821789,0.21821789,0.109108945,0.109108945,0.109108945,0.109108945,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.5263848,0.5263848,0.4678976,0.4678976,0,0,0.038991467,0.019495733,0,0.077982933,0,0,0,0,0,0,0,0,0,0,0,no
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.615147713,0.615147713,0.291385759,0.291385759,0.032376195,0.032376195,0.032376195,0.032376195,0,0,0,0,0,0,0.032376195,0,0,0,0.259009563,0.032376195,0,yes
0.557739349,0.557739349,0.433797271,0.433797271,0.020657013,0.020657013,0.020657013,0.010328506,0,0,0,0,0,0,0.010328506,0,0,0,0,0,0,no
0.677540505,0.677540505,0.16354426,0.16354426,0.023363466,0.023363466,0.023363466,0.16354426,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.615147713,0.615147713,0.291385759,0.291385759,0.032376195,0.032376195,0.032376195,0.032376195,0,0,0,0,0,0,0.032376195,0,0,0,0.259009563,0.032376195,0,yes
0.654653671,0.654653671,0.21821789,0.21821789,0.109108945,0.109108945,0.109108945,0.109108945,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.619709879,0.619709879,0.329632914,0.329632914,0.026370633,0.026370633,0.026370633,0.079111899,0,0.079111899,0,0,0,0,0,0,0,0,0,0,0,no
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.682288239,0.682288239,0.075809804,0.075809804,0.075809804,0.075809804,0.075809804,0.075809804,0,0,0.075809804,0.151619609,0,0.075809804,0,0,0,0,0,0,0,yes
0.665750286,0.665750286,0.18156826,0.18156826,0.121045507,0.121045507,0.121045507,0.060522753,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.676481425,0.676481425,0.150329206,0.150329206,0,0.075164603,0.075164603,0,0,0,0.075164603,0.150329206,0,0,0,0,0,0,0,0,0,yes
0.654653671,0.654653671,0.21821789,0.21821789,0.109108945,0.109108945,0.109108945,0.109108945,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.649583787,0.649583787,0.231994209,0.231994209,0.023199421,0.023199421,0.023199421,0.208794789,0,0,0.023199421,0.046398842,0,0.023199421,0,0,0,0,0,0,0,yes
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.696219156,0.696219156,0.11977964,0.11977964,0.007486227,0.007486227,0.007486227,0.041174251,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.613909132,0.613909132,0.327418204,0.327418204,0.040927275,0.040927275,0.040927275,0.163709102,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.666666667,0.666666667,0.2,0.2,0.066666667,0.066666667,0.066666667,0.066666667,0,0,0.066666667,0.066666667,0,0.066666667,0,0,0,0,0,0,0,yes
0.565032047,0.565032047,0.410932398,0.410932398,0,0,0.102733099,0.05136655,0,0.102733099,0,0,0,0,0,0,0,0,0,0,0,no
0.615147713,0.615147713,0.291385759,0.291385759,0.032376195,0.032376195,0.032376195,0.032376195,0,0,0,0,0,0,0.032376195,0,0,0,0.259009563,0.032376195,0,yes
0.674710668,0.674710668,0.174118882,0.174118882,0.043529721,0.043529721,0.043529721,0.152354022,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.704507253,0.704507253,0.057389636,0.057389636,0.007915812,0.007915812,0.007915812,0.023747435,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.692556082,0.692556082,0.14191723,0.14191723,0.011353378,0.011353378,0.011353378,0.005676689,0,0,0,0,0,0,0.005676689,0,0,0,0,0,0,no
0.665750286,0.665750286,0.18156826,0.18156826,0.121045507,0.121045507,0.121045507,0.060522753,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.683944756,0.683944756,0.097706394,0.097706394,0.048853197,0.048853197,0.048853197,0.048853197,0,0,0.097706394,0.146559591,0,0.048853197,0.048853197,0,0,0,0,0,0,yes
0.666666667,0.666666667,0.2,0.2,0.066666667,0.066666667,0.066666667,0.066666667,0,0,0.066666667,0.066666667,0,0.066666667,0,0,0,0,0,0,0,yes
0.515971762,0.515971762,0.480387503,0.480387503,0,0,0.010675278,0.021350556,0,0.067610093,0,0,0,0,0.007116852,0,0,0,0.028467408,0,0,no
0.676481425,0.676481425,0.150329206,0.150329206,0,0.075164603,0.075164603,0,0,0,0.075164603,0.150329206,0,0,0,0,0,0,0,0,0,yes
0.683944756,0.683944756,0.097706394,0.097706394,0.048853197,0.048853197,0.048853197,0.048853197,0,0,0.097706394,0.146559591,0,0.048853197,0.048853197,0,0,0,0,0,0,yes
0.666666667,0.666666667,0.2,0.2,0.066666667,0.066666667,0.066666667,0.066666667,0,0,0.066666667,0.066666667,0,0.066666667,0,0,0,0,0,0,0,yes
0.657595949,0.657595949,0.21919865,0.21919865,0.109599325,0.109599325,0.109599325,0.054799662,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.683726506,0.683726506,0.141460656,0.141460656,0.070730328,0.070730328,0.070730328,0.023576776,0,0,0.047153552,0.070730328,0,0,0.047153552,0,0,0,0,0,0,yes
0.630528289,0.630528289,0.270226409,0.270226409,0.045037735,0.045037735,0.045037735,0.045037735,0,0,0.135113205,0.18015094,0,0,0,0,0,0,0,0,0,yes
0.554913666,0.554913666,0.416185249,0.416185249,0,0,0.08323705,0.055491367,0,0.1664741,0,0,0,0,0,0,0,0,0,0,0,no
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.678844233,0.678844233,0.135768847,0.135768847,0.067884423,0.067884423,0.067884423,0.067884423,0,0,0.067884423,0.135768847,0,0,0,0,0,0,0,0,0,yes
0.640512615,0.640512615,0.160128154,0.160128154,0,0.160128154,0,0.160128154,0,0,0.160128154,0.160128154,0,0.160128154,0,0,0,0,0,0,0,yes
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.658145182,0.658145182,0.219381727,0.219381727,0.073127242,0.073127242,0.073127242,0.073127242,0,0,0.073127242,0.073127242,0,0.073127242,0,0,0,0,0,0,0,yes
0.615147713,0.615147713,0.291385759,0.291385759,0.032376195,0.032376195,0.032376195,0.032376195,0,0,0,0,0,0,0.032376195,0,0,0,0.259009563,0.032376195,0,yes
0.509838752,0.509838752,0.463489775,0.463489775,0,0,0.023174489,0.015449659,0,0.208570399,0,0,0,0,0.015449659,0,0,0,0.077248296,0,0,no
0.691496974,0.691496974,0.146866614,0.146866614,0.012238884,0.012238884,0.012238884,0.006119442,0,0,0,0,0,0,0.006119442,0,0,0,0,0,0,no
0.569574623,0.569574623,0.417688057,0.417688057,0.025314428,0.025314428,0.025314428,0.012657214,0,0,0,0,0,0,0.012657214,0,0,0,0,0,0,no
0.654653671,0.654653671,0.21821789,0.21821789,0.072739297,0.072739297,0.072739297,0.072739297,0,0,0.072739297,0.145478593,0,0,0,0,0,0,0,0,0,yes
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.668349592,0.668349592,0.198029509,0.198029509,0.099014754,0.099014754,0.074261066,0.024753689,0,0.049507377,0,0,0,0,0,0,0,0,0,0,0,no
0.67281392,0.67281392,0.189768029,0.189768029,0.034503278,0.034503278,0.034503278,0.138013112,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.701626358,0.701626358,0.087299132,0.087299132,0.006466602,0.006466602,0.006466602,0.003233301,0,0,0.003233301,0.006466602,0,0,0.003233301,0,0,0,0,0,0,no
0.676481425,0.676481425,0.150329206,0.150329206,0,0.075164603,0,0.075164603,0,0,0.075164603,0.150329206,0,0,0,0,0,0,0,0,0,yes
0.66169316,0.66169316,0.147042924,0.147042924,0,0.073521462,0,0.073521462,0,0,0.147042924,0.220564387,0,0,0,0,0,0,0,0,0,yes
0.665750286,0.665750286,0.18156826,0.18156826,0.121045507,0.121045507,0.121045507,0.060522753,0,0,0,0,0,0,0,0,0,0,0,0,0,no
0.514416265,0.514416265,0.465088678,0.465088678,0,0,0.021140394,0.021140394,0,0.176169954,0,0,0,0,0.014093596,0,0,0,0.07751478,0,0,no
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
0.668993608,0.668993608,0.167248402,0.167248402,0.083624201,0.083624201,0.083624201,0.083624201,0,0,0.083624201,0.083624201,0,0.083624201,0,0,0,0,0,0,0,yes
